 0.60284  1.52822e-02
 0.60585  1.52898e-02
 0.60888  1.52761e-02
 0.61192  1.52653e-02
 0.61498  1.52553e-02
 0.61806  1.52491e-02
 0.62115  1.52409e-02
 0.62425  1.52435e-02
 0.62737  1.52392e-02
 0.63051  1.52419e-02
 0.63366  1.52315e-02
 0.63683  1.52250e-02
 0.64002  1.52171e-02
 0.64322  1.52439e-02
 0.64643  1.52865e-02
 0.64967  1.52326e-02
 0.65291  1.52148e-02
 0.65618  1.51976e-02
 0.65946  1.51944e-02
 0.66276  1.51854e-02
 0.66607  1.51690e-02
 0.66940  1.51564e-02
 0.67275  1.51460e-02
 0.67611  1.51406e-02
 0.67949  1.51362e-02
 0.68289  1.51383e-02
 0.68630  1.51559e-02
 0.68974  1.52105e-02
 0.69318  1.52783e-02
 0.69665  1.52377e-02
 0.70013  1.52822e-02
 0.70363  1.52463e-02
 0.70715  1.52035e-02
 0.71069  1.52412e-02
 0.71424  1.53538e-02
 0.71781  1.54311e-02
 0.72140  1.54152e-02
 0.72501  1.54617e-02
 0.72863  1.54740e-02
 0.73228  1.53712e-02
 0.73594  1.53337e-02
 0.73962  1.52857e-02
 0.74332  1.51947e-02
 0.74703  1.51502e-02
 0.75077  1.51132e-02
 0.75452  1.50839e-02
 0.75829  1.50752e-02
 0.76209  1.50673e-02
 0.76590  1.50605e-02
 0.76973  1.50638e-02
 0.77357  1.50633e-02
 0.77744  1.50760e-02
 0.78133  1.50849e-02
 0.78524  1.51048e-02
 0.78916  1.51472e-02
 0.79311  1.51531e-02
 0.79707  1.51790e-02
 0.80106  1.51513e-02
 0.80506  1.51855e-02
 0.80909  1.53414e-02
 0.81313  1.54343e-02
 0.81720  1.53168e-02
 0.82129  1.53592e-02
 0.82539  1.53590e-02
 0.82952  1.53237e-02
 0.83367  1.54084e-02
 0.83784  1.54323e-02
 0.84202  1.53939e-02
 0.84623  1.53676e-02
 0.85047  1.53594e-02
 0.85472  1.53444e-02
 0.85899  1.53345e-02
 0.86329  1.53365e-02
 0.86760  1.54032e-02
 0.87194  1.54352e-02
 0.87630  1.54519e-02
 0.88068  1.55203e-02
 0.88509  1.58571e-02
 0.88951  1.63692e-02
 0.89396  1.63637e-02
 0.89843  1.64268e-02
 0.90292  1.61413e-02
 0.90744  1.60605e-02
 0.91197  1.58607e-02
 0.91653  1.56225e-02
 0.92112  1.55473e-02
 0.92572  1.57452e-02
 0.93035  1.59869e-02
 0.93500  1.58521e-02
 0.93968  1.57603e-02
 0.94437  1.57665e-02
 0.94910  1.58555e-02
 0.95384  1.59155e-02
 0.95861  1.59530e-02
 0.96340  1.59010e-02
 0.96822  1.56921e-02
 0.97306  1.57910e-02
 0.97793  1.57842e-02
 0.98282  1.57860e-02
 0.98773  1.57919e-02
 0.99267  1.59229e-02
 0.99763  1.59092e-02
 1.00262  1.60113e-02
 1.00763  1.59280e-02
 1.01267  1.59159e-02
 1.01774  1.58223e-02
 1.02282  1.58148e-02
 1.02794  1.57869e-02
 1.03308  1.56439e-02
 1.03824  1.54781e-02
 1.04344  1.53578e-02
 1.04865  1.52965e-02
 1.05390  1.52655e-02
 1.05917  1.52576e-02
 1.06446  1.52722e-02
 1.06978  1.52808e-02
 1.07513  1.53029e-02
 1.08051  1.53492e-02
 1.08591  1.54192e-02
 1.09134  1.55792e-02
 1.09680  1.56374e-02
 1.10228  1.57975e-02
 1.10779  1.60275e-02
 1.11333  1.62675e-02
 1.11890  1.64980e-02
 1.12449  1.64526e-02
 1.13011  1.64241e-02
 1.13577  1.64658e-02
 1.14144  1.63009e-02
 1.14715  1.63994e-02
 1.15289  1.66604e-02
 1.15865  1.67141e-02
 1.16444  1.65717e-02
 1.17027  1.67997e-02
 1.17612  1.65678e-02
 1.18200  1.64937e-02
 1.18791  1.64471e-02
 1.19385  1.62023e-02
 1.19982  1.59527e-02
 1.20582  1.57807e-02
 1.21185  1.56554e-02
 1.21790  1.55428e-02
 1.22399  1.54776e-02
 1.23011  1.54373e-02
 1.23626  1.53800e-02
 1.24245  1.53194e-02
 1.24866  1.52816e-02
 1.25490  1.52578e-02
 1.26118  1.52632e-02
 1.26748  1.52606e-02
 1.27382  1.53206e-02
 1.28019  1.53820e-02
 1.28659  1.54704e-02
 1.29302  1.55650e-02
 1.29949  1.57481e-02
 1.30599  1.58267e-02
 1.31252  1.58997e-02
 1.31908  1.59635e-02
 1.32567  1.62770e-02
 1.33230  1.64808e-02
 1.33896  1.65319e-02
 1.34566  1.65867e-02
 1.35239  1.68033e-02
 1.35915  1.69281e-02
 1.36594  1.68174e-02
 1.37277  1.69895e-02
 1.37964  1.70718e-02
 1.38654  1.70178e-02
 1.39347  1.70646e-02
 1.40044  1.70031e-02
 1.40744  1.69015e-02
 1.41447  1.68194e-02
 1.42155  1.67649e-02
 1.42865  1.66851e-02
 1.43580  1.65634e-02
 1.44298  1.64176e-02
 1.45019  1.63269e-02
 1.45744  1.62365e-02
 1.46473  1.62388e-02
 1.47205  1.61050e-02
 1.47941  1.60404e-02
 1.48681  1.59697e-02
 1.49425  1.59249e-02
 1.50172  1.57823e-02
 1.50923  1.57220e-02
 1.51677  1.56160e-02
 1.52436  1.55299e-02
 1.53198  1.54987e-02
 1.53964  1.54764e-02
 1.54733  1.54762e-02
 1.55507  1.55337e-02
 1.56285  1.55098e-02
 1.57066  1.54884e-02
 1.57851  1.54622e-02
 1.58641  1.54925e-02
 1.59434  1.56143e-02
 1.60231  1.58367e-02
 1.61032  1.61127e-02
 1.61837  1.63346e-02
 1.62647  1.64282e-02
 1.63460  1.65106e-02
 1.64277  1.66022e-02
 1.65099  1.66028e-02
 1.65924  1.66407e-02
 1.66754  1.67786e-02
 1.67587  1.66185e-02
 1.68425  1.67949e-02
 1.69267  1.69934e-02
 1.70114  1.69173e-02
 1.70964  1.69291e-02
 1.71819  1.67646e-02
 1.72678  1.69018e-02
 1.73542  1.67971e-02
 1.74409  1.67596e-02
 1.75281  1.67955e-02
 1.76158  1.68654e-02
 1.77039  1.68491e-02
 1.77924  1.67790e-02
 1.78813  1.67922e-02
 1.79707  1.66445e-02
 1.80606  1.67111e-02
 1.81509  1.67232e-02
 1.82417  1.67402e-02
 1.83329  1.68063e-02
 1.84245  1.66774e-02
 1.85167  1.66213e-02
 1.86092  1.67389e-02
 1.87023  1.65991e-02
 1.87958  1.63576e-02
 1.88898  1.63295e-02
 1.89842  1.64691e-02
 1.90791  1.64612e-02
 1.91745  1.63993e-02
 1.92704  1.63020e-02
 1.93668  1.62623e-02
 1.94636  1.62874e-02
 1.95609  1.62145e-02
 1.96587  1.60710e-02
 1.97570  1.59775e-02
 1.98558  1.59291e-02
 1.99551  1.58856e-02
 2.00549  1.58298e-02
 2.01551  1.58175e-02
 2.02559  1.58146e-02
 2.03572  1.58226e-02
 2.04590  1.58422e-02
 2.05613  1.58590e-02
 2.06641  1.58748e-02
 2.07674  1.58987e-02
 2.08712  1.59393e-02
 2.09756  1.59848e-02
 2.10805  1.60263e-02
 2.11859  1.61577e-02
 2.12918  1.63082e-02
 2.13983  1.63252e-02
 2.15052  1.63923e-02
 2.16128  1.65667e-02
 2.17208  1.65149e-02
 2.18294  1.65491e-02
 2.19386  1.70480e-02
 2.20483  1.69603e-02
 2.21585  1.67196e-02
 2.22693  1.69098e-02
 2.23807  1.71966e-02
 2.24926  1.74058e-02
 2.26050  1.73066e-02
 2.27181  1.73850e-02
 2.28316  1.75374e-02
 2.29458  1.74099e-02
 2.30605  1.71318e-02
 2.31758  1.74163e-02
 2.32917  1.73727e-02
 2.34082  1.74628e-02
 2.35252  1.73197e-02
 2.36428  1.73860e-02
 2.37611  1.73453e-02
 2.38799  1.72699e-02
 2.39993  1.71617e-02
 2.41193  1.70353e-02
 2.42398  1.70607e-02
 2.43610  1.69146e-02
 2.44829  1.68284e-02
 2.46053  1.67787e-02
 2.47283  1.66815e-02
 2.48519  1.66828e-02
 2.49762  1.66740e-02
 2.51011  1.66821e-02
 2.52266  1.67419e-02
 2.53527  1.68582e-02
 2.54795  1.68937e-02
 2.56069  1.69722e-02
 2.57349  1.70381e-02
 2.58636  1.70890e-02
 2.59929  1.70250e-02
 2.61229  1.69684e-02
 2.62535  1.68993e-02
 2.63847  1.67286e-02
 2.65167  1.69167e-02
 2.66493  1.70330e-02
 2.67825  1.69877e-02
 2.69164  1.70136e-02
 2.70510  1.68468e-02
 2.71863  1.66301e-02
 2.73222  1.67116e-02
 2.74588  1.67314e-02
 2.75961  1.68235e-02
 2.77341  1.68908e-02
 2.78727  1.67666e-02
 2.80121  1.67164e-02
 2.81522  1.67417e-02
 2.82929  1.66340e-02
 2.84344  1.65514e-02
 2.85766  1.64523e-02
 2.87194  1.63527e-02
 2.88630  1.62901e-02
 2.90074  1.63026e-02
 2.91524  1.62505e-02
 2.92982  1.60846e-02
 2.94446  1.61142e-02
 2.95919  1.62620e-02
 2.97398  1.61809e-02
 2.98885  1.60876e-02
 3.00380  1.61872e-02
 3.01882  1.62041e-02
 3.03391  1.62298e-02
 3.04908  1.62023e-02
 3.06432  1.61664e-02
 3.07965  1.63577e-02
 3.09504  1.65000e-02
 3.11052  1.65572e-02
 3.12607  1.66841e-02
 3.14170  1.69298e-02
 3.15741  1.69921e-02
 3.17320  1.72139e-02
 3.18906  1.73934e-02
 3.20501  1.74059e-02
 3.22103  1.74134e-02
 3.23714  1.73845e-02
 3.25333  1.71966e-02
 3.26959  1.70713e-02
 3.28594  1.71172e-02
 3.30237  1.76537e-02
 3.31888  1.81652e-02
 3.33548  1.75224e-02
 3.35215  1.72887e-02
 3.36891  1.72646e-02
 3.38576  1.73148e-02
 3.40269  1.73533e-02
 3.41970  1.72456e-02
 3.43680  1.73031e-02
 3.45398  1.74462e-02
 3.47125  1.73489e-02
 3.48861  1.71620e-02
 3.50605  1.70294e-02
 3.52358  1.73025e-02
 3.54120  1.70528e-02
 3.55891  1.68616e-02
 3.57670  1.69775e-02
 3.59459  1.71148e-02
 3.61256  1.69990e-02
